                 160                  16
                  72                  13                -1.0
                  72                  14                -1.0
                  72                  15                 1.0
                  73                   0                 1.0
                  73                   1                -1.0
                  73                   2                -1.0
                  73                   3                -1.0
                  73                   4                -1.0
                  73                   5                -1.0
                  73                   6                -1.0
                  73                   7                -1.0
                  73                   8                -1.0
                  73                   9                -1.0
                  73                  10                -1.0
                  73                  11                -1.0
                  73                  12                 1.0
                  73                  13                -1.0
                  73                  14                -1.0
                  73                  15                -1.0
                  74                   0                 1.0
                  74                   1                 1.0
                  74                   2                -1.0
                  74                   3                 1.0
                  74                   4                -1.0
                  74                   5                -1.0
                  74                   6                 1.0
                  74                   7                -1.0
                  74                   8                -1.0
                  74                   9                 1.0
                  74                  10                -1.0
                  74                  11                -1.0
                  74                  12                -1.0
                  74                  13                -1.0
                  74                  14                -1.0
                  74                  15                -1.0
                  75                   0                -1.0
                  75                   1                 1.0
                  75                   2                -1.0
                  75                   3                -1.0
                  75                   4                 1.0
                  75                   5                -1.0
                  75                   6                -1.0
                  75                   7                -1.0
                  75                   8                 1.0
                  75                   9                -1.0
                  75                  10                -1.0
                  75                  11                -1.0
                  75                  12                -1.0
                  75                  13                 1.0
                  75                  14                -1.0
                  75                  15                -1.0
                  76                   0                -1.0
                  76                   1                 1.0
                  76                   2                -1.0
                  76                   3                 1.0
                  76                   4                 1.0
                  76                   5                -1.0
                  76                   6                 1.0
                  76                   7                 1.0
                  76                   8                -1.0
                  76                   9                 1.0
                  76                  10                 1.0
                  76                  11                -1.0
                  76                  12                 1.0
                  76                  13                -1.0
                  76                  14                 1.0
                  76                  15                -1.0
                  77                   0                -1.0
                  77                   1                -1.0
                  77                   2                 1.0
                  77                   3                 1.0
                  77                   4                -1.0
                  77                   5                 1.0
                  77                   6                 1.0
                  77                   7                -1.0
                  77                   8                 1.0
                  77                   9                -1.0
                  77                  10                -1.0
                  77                  11                -1.0
                  77                  12                 1.0
                  77                  13                -1.0
                  77                  14                -1.0
                  77                  15                -1.0
                  78                   0                -1.0
                  78                   1                 1.0
                  78                   2                 1.0
                  78                   3                -1.0
                  78                   4                -1.0
                  78                   5                -1.0
                  78                   6                -1.0
                  78                   7                -1.0
                  78                   8                 1.0
                  78                   9                 1.0
                  78                  10                -1.0
                  78                  11                 1.0
                  78                  12                 1.0
                  78                  13                 1.0
                  78                  14                 1.0
                  78                  15                -1.0
                  79                   0                -1.0
                  79                   1                 1.0
                  79                   2                -1.0
                  79                   3                 1.0
                  79                   4                -1.0
                  79                   5                -1.0
                  79                   6                -1.0
                  79                   7                -1.0
                  79                   8                -1.0
                  79                   9                 1.0
                  79                  10                -1.0
                  79                  11                -1.0
                  79                  12                 1.0
                  79                  13                -1.0
                  79                  14                 1.0
                  79                  15                -1.0
                  80                   0                -1.0
                  80                   1                -1.0
                  80                   2                -1.0
                  80                   3                 1.0
                  80                   4                 1.0
                  80                   5                -1.0
                  80                   6                 1.0
                  80                   7                -1.0
                  80                   8                 1.0
                  80                   9                 1.0
                  80                  10                -1.0
                  80                  11                -1.0
                  80                  12                 1.0
                  80                  13                -1.0
                  80                  14                -1.0
                  80                  15                -1.0
                  81                   0                 1.0
                  81                   1                 1.0
                  81                   2                -1.0
                  81                   3                 1.0
                  81                   4                 1.0
                  81                   5                 1.0
                  81                   6                 1.0
                  81                   7                -1.0
                  81                   8                -1.0
                  81                   9                 1.0
                  81                  10                 1.0
                  81                  11                 1.0
                  81                  12                 1.0
                  81                  13                -1.0
                  81                  14                -1.0
                  81                  15                -1.0
                  82                   0                 1.0
                  82                   1                -1.0
                  82                   2                -1.0
                  82                   3                 1.0
                  82                   4                -1.0
                  82                   5                 1.0
                  82                   6                -1.0
                  82                   7                -1.0
                  82                   8                -1.0
                  82                   9                -1.0
                  82                  10                -1.0
                  82                  11                -1.0
                  82                  12                -1.0
                  82                  13                 1.0
                  82                  14                -1.0
                  82                  15                -1.0
                  83                   0                -1.0
                  83                   1                -1.0
                  83                   2                -1.0
                  83                   3                -1.0
                  83                   4                -1.0
                  83                   5                -1.0
                  83                   6                 1.0
                  83                   7                 1.0
                  83                   8                -1.0
                  83                   9                 1.0
                  83                  10                -1.0
                  83                  11                -1.0
                  83                  12                 1.0
                  83                  13                 1.0
                  83                  14                -1.0
                  83                  15                -1.0
                  84                   0                -1.0
                  84                   1                -1.0
                  84                   2                 1.0
                  84                   3                -1.0
                  84                   4                -1.0
                  84                   5                 1.0
                  84                   6                 1.0
                  84                   7                -1.0
                  84                   8                 1.0
                  84                   9                 1.0
                  84                  10                -1.0
                  84                  11                -1.0
                  84                  12                 1.0
                  84                  13                 1.0
                  84                  14                -1.0
                  84                  15                -1.0
                  85                   0                 1.0
                  85                   1                -1.0
                  85                   2                -1.0
                  85                   3                 1.0
                  85                   4                 1.0
                  85                   5                -1.0
                  85                   6                 1.0
                  85                   7                 1.0
                  85                   8                 1.0
                  85                   9                -1.0
                  85                  10                -1.0
                  85                  11                 1.0
                  85                  12                -1.0
                  85                  13                -1.0
                  85                  14                -1.0
                  85                  15                 1.0
                  86                   0                 1.0
                  86                   1                 1.0
                  86                   2                -1.0
                  86                   3                 1.0
                  86                   4                -1.0
                  86                   5                -1.0
                  86                   6                -1.0
                  86                   7                 1.0
                  86                   8                -1.0
                  86                   9                -1.0
                  86                  10                -1.0
                  86                  11                -1.0
                  86                  12                 1.0
                  86                  13                 1.0
                  86                  14                -1.0
                  86                  15                 1.0
                  87                   0                 1.0
                  87                   1                -1.0
                  87                   2                -1.0
                  87                   3                -1.0
                  87                   4                -1.0
                  87                   5                -1.0
                  87                   6                -1.0
                  87                   7                 1.0
                  87                   8                 1.0
                  87                   9                -1.0
                  87                  10                -1.0
                  87                  11                -1.0
                  87                  12                 1.0
                  87                  13                 1.0
                  87                  14                 1.0
                  87                  15                -1.0
                  88                   0                -1.0
                  88                   1                 1.0
                  88                   2                -1.0
                  88                   3                -1.0
                  88                   4                -1.0
                  88                   5                -1.0
                  88                   6                -1.0
                  88                   7                 1.0
                  88                   8                 1.0
                  88                   9                -1.0
                  88                  10                -1.0
                  88                  11                 1.0
                  88                  12                 1.0
                  88                  13                 1.0
                  88                  14                -1.0
                  88                  15                -1.0
                  89                   0                 1.0
                  89                   1                -1.0
                  89                   2                -1.0
                  89                   3                -1.0
                  89                   4                -1.0
                  89                   5                -1.0
                  89                   6                 1.0
                  89                   7                -1.0
                  89                   8                 1.0
                  89                   9                 1.0
                  89                  10                -1.0
                  89                  11                -1.0
                  89                  12                 1.0
                  89                  13                 1.0
                  89                  14                -1.0
                  89                  15                 1.0
                  90                   0                 1.0
                  90                   1                 1.0
                  90                   2                -1.0
                  90                   3                 1.0
                  90                   4                -1.0
                  90                   5                -1.0
                  90                   6                -1.0
                  90                   7                -1.0
                  90                   8                 1.0
                  90                   9                 1.0
                  90                  10                -1.0
                  90                  11                -1.0
                  90                  12                -1.0
                  90                  13                -1.0
                  90                  14                 1.0
                  90                  15                 1.0
                  91                   0                 1.0
                  91                   1                 1.0
                  91                   2                -1.0
                  91                   3                -1.0
                  91                   4                 1.0
                  91                   5                -1.0
                  91                   6                -1.0
                  91                   7                -1.0
                  91                   8                -1.0
                  91                   9                 1.0
                  91                  10                 1.0
                  91                  11                -1.0
                  91                  12                 1.0
                  91                  13                 1.0
                  91                  14                -1.0
                  91                  15                -1.0
                  92                   0                -1.0
                  92                   1                -1.0
                  92                   2                -1.0
                  92                   3                 1.0
                  92                   4                 1.0
                  92                   5                -1.0
                  92                   6                -1.0
                  92                   7                -1.0
                  92                   8                -1.0
                  92                   9                -1.0
                  92                  10                -1.0
                  92                  11                -1.0
                  92                  12                -1.0
                  92                  13                -1.0
                  92                  14                 1.0
                  92                  15                -1.0
                  93                   0                 1.0
                  93                   1                -1.0
                  93                   2                 1.0
                  93                   3                -1.0
                  93                   4                -1.0
                  93                   5                 1.0
                  93                   6                 1.0
                  93                   7                -1.0
                  93                   8                 1.0
                  93                   9                 1.0
                  93                  10                 1.0
                  93                  11                -1.0
                  93                  12                -1.0
                  93                  13                 1.0
                  93                  14                 1.0
                  93                  15                -1.0
                  94                   0                 1.0
                  94                   1                 1.0
                  94                   2                -1.0
                  94                   3                -1.0
                  94                   4                -1.0
                  94                   5                -1.0
                  94                   6                 1.0
                  94                   7                 1.0
                  94                   8                -1.0
                  94                   9                 1.0
                  94                  10                -1.0
                  94                  11                 1.0
                  94                  12                -1.0
                  94                  13                 1.0
                  94                  14                -1.0
                  94                  15                 1.0
                  95                   0                -1.0
                  95                   1                 1.0
                  95                   2                -1.0
                  95                   3                -1.0
                  95                   4                -1.0
                  95                   5                -1.0
                  95                   6                -1.0
                  95                   7                -1.0
                  95                   8                -1.0
                  95                   9                 1.0
                  95                  10                -1.0
                  95                  11                -1.0
                  95                  12                 1.0
                  95                  13                -1.0
                  95                  14                -1.0
                  95                  15                -1.0
                  96                   0                 1.0
                  96                   1                 1.0
                  96                   2                -1.0
                  96                   3                -1.0
                  96                   4                -1.0
                  96                   5                 1.0
                  96                   6                 1.0
                  96                   7                 1.0
                  96                   8                -1.0
                  96                   9                -1.0
                  96                  10                 1.0
                  96                  11                -1.0
                  96                  12                 1.0
                  96                  13                 1.0
                  96                  14                -1.0
                  96                  15                -1.0
                  97                   0                 1.0
                  97                   1                -1.0
                  97                   2                -1.0
                  97                   3                 1.0
                  97                   4                -1.0
                  97                   5                -1.0
                  97                   6                -1.0
                  97                   7                -1.0
                  97                   8                -1.0
                  97                   9                -1.0
                  97                  10                -1.0
                  97                  11                -1.0
                  97                  12                -1.0
                  97                  13                 1.0
                  97                  14                -1.0
                  97                  15                -1.0
                  98                   0                 1.0
                  98                   1                 1.0
                  98                   2                -1.0
                  98                   3                -1.0
                  98                   4                -1.0
                  98                   5                -1.0
                  98                   6                 1.0
                  98                   7                -1.0
                  98                   8                 1.0
                  98                   9                -1.0
                  98                  10                 1.0
                  98                  11                -1.0
                  98                  12                -1.0
                  98                  13                 1.0
                  98                  14                 1.0
                  98                  15                 1.0
                  99                   0                 1.0
                  99                   1                 1.0
                  99                   2                 1.0
                  99                   3                -1.0
                  99                   4                -1.0
                  99                   5                -1.0
                  99                   6                -1.0
                  99                   7                 1.0
                  99                   8                 1.0
                  99                   9                 1.0
                  99                  10                -1.0
                  99                  11                 1.0
                  99                  12                 1.0
                  99                  13                 1.0
                  99                  14                 1.0
                  99                  15                -1.0
                 100                   0                 1.0
                 100                   1                -1.0
                 100                   2                -1.0
                 100                   3                 1.0
                 100                   4                -1.0
                 100                   5                -1.0
                 100                   6                 1.0
                 100                   7                -1.0
                 100                   8                 1.0
                 100                   9                -1.0
                 100                  10                -1.0
                 100                  11                -1.0
                 100                  12                 1.0
                 100                  13                 1.0
                 100                  14                 1.0
                 100                  15                 1.0
                 101                   0                -1.0
                 101                   1                 1.0
                 101                   2                -1.0
                 101                   3                -1.0
                 101                   4                 1.0
                 101                   5                 1.0
                 101                   6                -1.0
                 101                   7                -1.0
                 101                   8                 1.0
                 101                   9                -1.0
                 101                  10                -1.0
                 101                  11                 1.0
                 101                  12                -1.0
                 101                  13                -1.0
                 101                  14                -1.0
                 101                  15                -1.0
                 102                   0                 1.0
                 102                   1                 1.0
                 102                   2                -1.0
                 102                   3                -1.0
                 102                   4                -1.0
                 102                   5                -1.0
                 102                   6                -1.0
                 102                   7                -1.0
                 102                   8                 1.0
                 102                   9                -1.0
                 102                  10                 1.0
                 102                  11                 1.0
                 102                  12                -1.0
                 102                  13                 1.0
                 102                  14                 1.0
                 102                  15                 1.0
                 103                   0                 1.0
                 103                   1                -1.0
                 103                   2                -1.0
                 103                   3                -1.0
                 103                   4                -1.0
                 103                   5                 1.0
                 103                   6                -1.0
                 103                   7                -1.0
                 103                   8                 1.0
                 103                   9                 1.0
                 103                  10                -1.0
                 103                  11                 1.0
                 103                  12                 1.0
                 103                  13                 1.0
                 103                  14                 1.0
                 103                  15                -1.0
                 104                   0                 1.0
                 104                   1                 1.0
                 104                   2                -1.0
                 104                   3                -1.0
                 104                   4                 1.0
                 104                   5                -1.0
                 104                   6                 1.0
                 104                   7                -1.0
                 104                   8                 1.0
                 104                   9                 1.0
                 104                  10                -1.0
                 104                  11                -1.0
                 104                  12                 1.0
                 104                  13                -1.0
                 104                  14                 1.0
                 104                  15                 1.0
                 105                   0                 1.0
                 105                   1                -1.0
                 105                   2                -1.0
                 105                   3                 1.0
                 105                   4                 1.0
                 105                   5                 1.0
                 105                   6                -1.0
                 105                   7                -1.0
                 105                   8                 1.0
                 105                   9                -1.0
                 105                  10                -1.0
                 105                  11                -1.0
                 105                  12                -1.0
                 105                  13                 1.0
                 105                  14                 1.0
                 105                  15                -1.0
                 106                   0                 1.0
                 106                   1                -1.0
                 106                   2                -1.0
                 106                   3                 1.0
                 106                   4                 1.0
                 106                   5                -1.0
                 106                   6                -1.0
                 106                   7                -1.0
                 106                   8                -1.0
                 106                   9                -1.0
                 106                  10                -1.0
                 106                  11                 1.0
                 106                  12                -1.0
                 106                  13                -1.0
                 106                  14                 1.0
                 106                  15                -1.0
                 107                   0                 1.0
                 107                   1                -1.0
                 107                   2                -1.0
                 107                   3                 1.0
                 107                   4                -1.0
                 107                   5                -1.0
                 107                   6                -1.0
                 107                   7                 1.0
                 107                   8                 1.0
                 107                   9                 1.0
                 107                  10                -1.0
                 107                  11                -1.0
                 107                  12                -1.0
                 107                  13                 1.0
                 107                  14                 1.0
                 107                  15                -1.0
                 108                   0                 1.0
                 108                   1                -1.0
                 108                   2                -1.0
                 108                   3                 1.0
                 108                   4                 1.0
                 108                   5                -1.0
                 108                   6                -1.0
                 108                   7                -1.0
                 108                   8                -1.0
                 108                   9                 1.0
                 108                  10                 1.0
                 108                  11                -1.0
                 108                  12                -1.0
                 108                  13                 1.0
                 108                  14                -1.0
                 108                  15                 1.0
                 109                   0                 1.0
                 109                   1                -1.0
                 109                   2                -1.0
                 109                   3                -1.0
                 109                   4                -1.0
                 109                   5                -1.0
                 109                   6                -1.0
                 109                   7                -1.0
                 109                   8                 1.0
                 109                   9                -1.0
                 109                  10                 1.0
                 109                  11                 1.0
                 109                  12                -1.0
                 109                  13                 1.0
                 109                  14                 1.0
                 109                  15                 1.0
                 110                   0                 1.0
                 110                   1                -1.0
                 110                   2                 1.0
                 110                   3                -1.0
                 110                   4                -1.0
                 110                   5                 1.0
                 110                   6                -1.0
                 110                   7                -1.0
                 110                   8                -1.0
                 110                   9                 1.0
                 110                  10                -1.0
                 110                  11                -1.0
                 110                  12                -1.0
                 110                  13                 1.0
                 110                  14                 1.0
                 110                  15                 1.0
                 111                   0                 1.0
                 111                   1                -1.0
                 111                   2                 1.0
                 111                   3                 1.0
                 111                   4                 1.0
                 111                   5                -1.0
                 111                   6                -1.0
                 111                   7                -1.0
                 111                   8                -1.0
                 111                   9                -1.0
                 111                  10                -1.0
                 111                  11                -1.0
                 111                  12                -1.0
                 111                  13                 1.0
                 111                  14                -1.0
                 111                  15                 1.0
                 112                   0                 1.0
                 112                   1                -1.0
                 112                   2                -1.0
                 112                   3                -1.0
                 112                   4                -1.0
                 112                   5                -1.0
                 112                   6                 1.0
                 112                   7                -1.0
                 112                   8                 1.0
                 112                   9                 1.0
                 112                  10                -1.0
                 112                  11                -1.0
                 112                  12                -1.0
                 112                  13                -1.0
                 112                  14                 1.0
                 112                  15                 1.0
                 113                   0                 1.0
                 113                   1                -1.0
                 113                   2                -1.0
                 113                   3                -1.0
                 113                   4                -1.0
                 113                   5                -1.0
                 113                   6                -1.0
                 113                   7                 1.0
                 113                   8                 1.0
                 113                   9                -1.0
                 113                  10                -1.0
                 113                  11                -1.0
                 113                  12                -1.0
                 113                  13                -1.0
                 113                  14                -1.0
                 113                  15                 1.0
                 114                   0                 1.0
                 114                   1                -1.0
                 114                   2                -1.0
                 114                   3                 1.0
                 114                   4                -1.0
                 114                   5                -1.0
                 114                   6                 1.0
                 114                   7                -1.0
                 114                   8                 1.0
                 114                   9                -1.0
                 114                  10                -1.0
                 114                  11                -1.0
                 114                  12                -1.0
                 114                  13                 1.0
                 114                  14                -1.0
                 114                  15                 1.0
                 115                   0                 1.0
                 115                   1                 1.0
                 115                   2                -1.0
                 115                   3                 1.0
                 115                   4                -1.0
                 115                   5                -1.0
                 115                   6                -1.0
                 115                   7                 1.0
                 115                   8                -1.0
                 115                   9                -1.0
                 115                  10                -1.0
                 115                  11                 1.0
                 115                  12                -1.0
                 115                  13                -1.0
                 115                  14                 1.0
                 115                  15                 1.0
                 116                   0                -1.0
                 116                   1                -1.0
                 116                   2                 1.0
                 116                   3                 1.0
                 116                   4                -1.0
                 116                   5                 1.0
                 116                   6                -1.0
                 116                   7                -1.0
                 116                   8                -1.0
                 116                   9                -1.0
                 116                  10                -1.0
                 116                  11                -1.0
                 116                  12                -1.0
                 116                  13                 1.0
                 116                  14                -1.0
                 116                  15                -1.0
                 117                   0                 1.0
                 117                   1                 1.0
                 117                   2                -1.0
                 117                   3                -1.0
                 117                   4                -1.0
                 117                   5                -1.0
                 117                   6                 1.0
                 117                   7                -1.0
                 117                   8                -1.0
                 117                   9                -1.0
                 117                  10                -1.0
                 117                  11                 1.0
                 117                  12                -1.0
                 117                  13                 1.0
                 117                  14                -1.0
                 117                  15                 1.0
                 118                   0                 1.0
                 118                   1                 1.0
                 118                   2                -1.0
                 118                   3                 1.0
                 118                   4                 1.0
                 118                   5                -1.0
                 118                   6                 1.0
                 118                   7                 1.0
                 118                   8                 1.0
                 118                   9                -1.0
                 118                  10                 1.0
                 118                  11                 1.0
                 118                  12                -1.0
                 118                  13                 1.0
                 118                  14                -1.0
                 118                  15                 1.0
                 119                   0                -1.0
                 119                   1                -1.0
                 119                   2                -1.0
                 119                   3                -1.0
                 119                   4                 1.0
                 119                   5                -1.0
                 119                   6                -1.0
                 119                   7                -1.0
                 119                   8                 1.0
                 119                   9                -1.0
                 119                  10                -1.0
                 119                  11                 1.0
                 119                  12                 1.0
                 119                  13                 1.0
                 119                  14                -1.0
                 119                  15                 1.0
                 120                   0                -1.0
                 120                   1                -1.0
                 120                   2                -1.0
                 120                   3                 1.0
                 120                   4                -1.0
                 120                   5                 1.0
                 120                   6                 1.0
                 120                   7                 1.0
                 120                   8                 1.0
                 120                   9                -1.0
                 120                  10                -1.0
                 120                  11                -1.0
                 120                  12                 1.0
                 120                  13                 1.0
                 120                  14                 1.0
                 120                  15                 1.0
                 121                   0                -1.0
                 121                   1                -1.0
                 121                   2                -1.0
                 121                   3                 1.0
                 121                   4                 1.0
                 121                   5                -1.0
                 121                   6                 1.0
                 121                   7                 1.0
                 121                   8                 1.0
                 121                   9                -1.0
                 121                  10                -1.0
                 121                  11                -1.0
                 121                  12                -1.0
                 121                  13                 1.0
                 121                  14                -1.0
                 121                  15                 1.0
                 122                   0                -1.0
                 122                   1                -1.0
                 122                   2                -1.0
                 122                   3                -1.0
                 122                   4                -1.0
                 122                   5                -1.0
                 122                   6                 1.0
                 122                   7                -1.0
                 122                   8                -1.0
                 122                   9                 1.0
                 122                  10                -1.0
                 122                  11                 1.0
                 122                  12                 1.0
                 122                  13                -1.0
                 122                  14                 1.0
                 122                  15                 1.0
                 123                   0                -1.0
                 123                   1                 1.0
                 123                   2                 1.0
                 123                   3                -1.0
                 123                   4                -1.0
                 123                   5                 1.0
                 123                   6                -1.0
                 123                   7                 1.0
                 123                   8                 1.0
                 123                   9                -1.0
                 123                  10                -1.0
                 123                  11                -1.0
                 123                  12                -1.0
                 123                  13                 1.0
                 123                  14                 1.0
                 123                  15                 1.0
                 124                   0                 1.0
                 124                   1                -1.0
                 124                   2                 1.0
                 124                   3                -1.0
                 124                   4                -1.0
                 124                   5                -1.0
                 124                   6                 1.0
                 124                   7                -1.0
                 124                   8                -1.0
                 124                   9                -1.0
                 124                  10                -1.0
                 124                  11                 1.0
                 124                  12                -1.0
                 124                  13                -1.0
                 124                  14                -1.0
                 124                  15                 1.0
                 125                   0                -1.0
                 125                   1                -1.0
                 125                   2                 1.0
                 125                   3                -1.0
                 125                   4                -1.0
                 125                   5                -1.0
                 125                   6                -1.0
                 125                   7                -1.0
                 125                   8                 1.0
                 125                   9                -1.0
                 125                  10                -1.0
                 125                  11                -1.0
                 125                  12                -1.0
                 125                  13                 1.0
                 125                  14                -1.0
                 125                  15                 1.0
                 126                   0                 1.0
                 126                   1                 1.0
                 126                   2                 1.0
                 126                   3                 1.0
                 126                   4                -1.0
                 126                   5                 1.0
                 126                   6                 1.0
                 126                   7                 1.0
                 126                   8                 1.0
                 126                   9                -1.0
                 126                  10                 1.0
                 126                  11                -1.0
                 126                  12                 1.0
                 126                  13                 1.0
                 126                  14                -1.0
                 126                  15                -1.0
                 127                   0                 1.0
                 127                   1                 1.0
                 127                   2                -1.0
                 127                   3                -1.0
                 127                   4                -1.0
                 127                   5                -1.0
                 127                   6                 1.0
                 127                   7                -1.0
                 127                   8                 1.0
                 127                   9                 1.0
                 127                  10                -1.0
                 127                  11                -1.0
                 127                  12                -1.0
                 127                  13                -1.0
                 127                  14                -1.0
                 127                  15                -1.0
                 128                   0                -1.0
                 128                   1                 1.0
                 128                   2                -1.0
                 128                   3                -1.0
                 128                   4                 1.0
                 128                   5                -1.0
                 128                   6                -1.0
                 128                   7                -1.0
                 128                   8                 1.0
                 128                   9                -1.0
                 128                  10                 1.0
                 128                  11                -1.0
                 128                  12                -1.0
                 128                  13                -1.0
                 128                  14                -1.0
                 128                  15                -1.0
                 129                   0                 1.0
                 129                   1                 1.0
                 129                   2                 1.0
                 129                   3                -1.0
                 129                   4                -1.0
                 129                   5                -1.0
                 129                   6                -1.0
                 129                   7                -1.0
                 129                   8                 1.0
                 129                   9                -1.0
                 129                  10                 1.0
                 129                  11                -1.0
                 129                  12                -1.0
                 129                  13                -1.0
                 129                  14                 1.0
                 129                  15                -1.0
                 130                   0                 1.0
                 130                   1                -1.0
                 130                   2                 1.0
                 130                   3                -1.0
                 130                   4                 1.0
                 130                   5                 1.0
                 130                   6                -1.0
                 130                   7                -1.0
                 130                   8                -1.0
                 130                   9                -1.0
                 130                  10                -1.0
                 130                  11                 1.0
                 130                  12                -1.0
                 130                  13                 1.0
                 130                  14                 1.0
                 130                  15                -1.0
                 131                   0                 1.0
                 131                   1                -1.0
                 131                   2                -1.0
                 131                   3                -1.0
                 131                   4                 1.0
                 131                   5                 1.0
                 131                   6                 1.0
                 131                   7                -1.0
                 131                   8                -1.0
                 131                   9                -1.0
                 131                  10                -1.0
                 131                  11                 1.0
                 131                  12                -1.0
                 131                  13                 1.0
                 131                  14                -1.0
                 131                  15                 1.0
                 132                   0                 1.0
                 132                   1                -1.0
                 132                   2                -1.0
                 132                   3                -1.0
                 132                   4                -1.0
                 132                   5                -1.0
                 132                   6                -1.0
                 132                   7                 1.0
                 132                   8                -1.0
                 132                   9                -1.0
                 132                  10                 1.0
                 132                  11                 1.0
                 132                  12                -1.0
                 132                  13                 1.0
                 132                  14                -1.0
                 132                  15                -1.0
                 133                   0                -1.0
                 133                   1                -1.0
                 133                   2                 1.0
                 133                   3                -1.0
                 133                   4                -1.0
                 133                   5                -1.0
                 133                   6                 1.0
                 133                   7                -1.0
                 133                   8                 1.0
                 133                   9                -1.0
                 133                  10                -1.0
                 133                  11                 1.0
                 133                  12                -1.0
                 133                  13                -1.0
                 133                  14                 1.0
                 133                  15                -1.0
                 134                   0                 1.0
                 134                   1                -1.0
                 134                   2                 1.0
                 134                   3                -1.0
                 134                   4                -1.0
                 134                   5                 1.0
                 134                   6                 1.0
                 134                   7                 1.0
                 134                   8                 1.0
                 134                   9                -1.0
                 134                  10                -1.0
                 134                  11                 1.0
                 134                  12                -1.0
                 134                  13                 1.0
                 134                  14                 1.0
                 134                  15                -1.0
                 135                   0                 1.0
                 135                   1                -1.0
                 135                   2                -1.0
                 135                   3                -1.0
                 135                   4                -1.0
                 135                   5                 1.0
                 135                   6                 1.0
                 135                   7                -1.0
                 135                   8                 1.0
                 135                   9                 1.0
                 135                  10                 1.0
                 135                  11                 1.0
                 135                  12                 1.0
                 135                  13                 1.0
                 135                  14                 1.0
                 135                  15                 1.0
                 136                   0                 1.0
                 136                   1                -1.0
                 136                   2                -1.0
                 136                   3                -1.0
                 136                   4                -1.0
                 136                   5                -1.0
                 136                   6                -1.0
                 136                   7                -1.0
                 136                   8                -1.0
                 136                   9                 1.0
                 136                  10                 1.0
                 136                  11                 1.0
                 136                  12                -1.0
                 136                  13                -1.0
                 136                  14                -1.0
                 136                  15                -1.0
                 137                   0                 1.0
                 137                   1                -1.0
                 137                   2                 1.0
                 137                   3                -1.0
                 137                   4                -1.0
                 137                   5                 1.0
                 137                   6                 1.0
                 137                   7                 1.0
                 137                   8                -1.0
                 137                   9                 1.0
                 137                  10                -1.0
                 137                  11                 1.0
                 137                  12                -1.0
                 137                  13                -1.0
                 137                  14                -1.0
                 137                  15                -1.0
                 138                   0                 1.0
                 138                   1                -1.0
                 138                   2                 1.0
                 138                   3                -1.0
                 138                   4                -1.0
                 138                   5                -1.0
                 138                   6                -1.0
                 138                   7                 1.0
                 138                   8                -1.0
                 138                   9                -1.0
                 138                  10                -1.0
                 138                  11                -1.0
                 138                  12                 1.0
                 138                  13                -1.0
                 138                  14                -1.0
                 138                  15                -1.0
                 139                   0                 1.0
                 139                   1                -1.0
                 139                   2                 1.0
                 139                   3                 1.0
                 139                   4                -1.0
                 139                   5                -1.0
                 139                   6                 1.0
                 139                   7                -1.0
                 139                   8                -1.0
                 139                   9                 1.0
                 139                  10                -1.0
                 139                  11                 1.0
                 139                  12                 1.0
                 139                  13                -1.0
                 139                  14                -1.0
                 139                  15                -1.0
                 140                   0                 1.0
                 140                   1                -1.0
                 140                   2                -1.0
                 140                   3                -1.0
                 140                   4                -1.0
                 140                   5                -1.0
                 140                   6                -1.0
                 140                   7                 1.0
                 140                   8                 1.0
                 140                   9                 1.0
                 140                  10                -1.0
                 140                  11                 1.0
                 140                  12                -1.0
                 140                  13                -1.0
                 140                  14                -1.0
                 140                  15                -1.0
                 141                   0                 1.0
                 141                   1                -1.0
                 141                   2                -1.0
                 141                   3                 1.0
                 141                   4                -1.0
                 141                   5                 1.0
                 141                   6                 1.0
                 141                   7                -1.0
                 141                   8                 1.0
                 141                   9                 1.0
                 141                  10                -1.0
                 141                  11                 1.0
                 141                  12                -1.0
                 141                  13                -1.0
                 141                  14                -1.0
                 141                  15                 1.0
                 142                   0                 1.0
                 142                   1                -1.0
                 142                   2                 1.0
                 142                   3                 1.0
                 142                   4                -1.0
                 142                   5                -1.0
                 142                   6                -1.0
                 142                   7                -1.0
                 142                   8                 1.0
                 142                   9                -1.0
                 142                  10                 1.0
                 142                  11                -1.0
                 142                  12                -1.0
                 142                  13                -1.0
                 142                  14                 1.0
                 142                  15                -1.0
                 143                   0                 1.0
                 143                   1                 1.0
                 143                   2                 1.0
                 143                   3                -1.0
                 143                   4                -1.0
                 143                   5                -1.0
                 143                   6                 1.0
                 143                   7                -1.0
                 143                   8                -1.0
                 143                   9                -1.0
                 143                  10                -1.0
                 143                  11                 1.0
                 143                  12                -1.0
                 143                  13                 1.0
                 143                  14                -1.0
                 143                  15                -1.0
                 144                   0                 1.0
                 144                   1                -1.0
                 144                   2                -1.0
                 144                   3                -1.0
                 144                   4                 1.0
                 144                   5                -1.0
                 144                   6                -1.0
                 144                   7                -1.0
                 144                   8                 1.0
                 144                   9                 1.0
                 144                  10                 1.0
                 144                  11                -1.0
                 144                  12                 1.0
                 144                  13                 1.0
                 144                  14                 1.0
                 144                  15                -1.0
                 145                   0                 1.0
                 145                   1                -1.0
                 145                   2                -1.0
                 145                   3                -1.0
                 145                   4                 1.0
                 145                   5                -1.0
                 145                   6                -1.0
                 145                   7                -1.0
                 145                   8                 1.0
                 145                   9                -1.0
                 145                  10                 1.0
